date,industry,unemployment_rate,tariff_rate,post_treatment,lobbying_index
2010-07-01,Leisure_Hospitality,11.4,0,0,2
2010-08-01,Leisure_Hospitality,10.8,0,0,2
2010-09-01,Leisure_Hospitality,11.4,0,0,2
2010-10-01,Leisure_Hospitality,11.1,0,0,2
2010-11-01,Leisure_Hospitality,12.4,0,0,2
2010-12-01,Leisure_Hospitality,12,0,0,2
2011-01-01,Leisure_Hospitality,13.8,0,0,2
2011-02-01,Leisure_Hospitality,13.8,0,0,2
2011-03-01,Leisure_Hospitality,13.2,0,0,2
2011-04-01,Leisure_Hospitality,11.7,0,0,2
2011-05-01,Leisure_Hospitality,10.6,0,0,2
2011-06-01,Leisure_Hospitality,10.9,0,0,2
2011-07-01,Leisure_Hospitality,10.9,0,0,2
2011-08-01,Leisure_Hospitality,10.5,0,0,2
2011-09-01,Leisure_Hospitality,11.3,0,0,2
2011-10-01,Leisure_Hospitality,10.8,0,0,2
2011-11-01,Leisure_Hospitality,11.1,0,0,2
2011-12-01,Leisure_Hospitality,10.8,0,0,2
2012-01-01,Leisure_Hospitality,12.6,0,0,2
2012-02-01,Leisure_Hospitality,11.6,0,0,2
2012-03-01,Leisure_Hospitality,10.9,0,0,2
2012-04-01,Leisure_Hospitality,9.8,0,0,2
2012-05-01,Leisure_Hospitality,9.7,0,0,2
2012-06-01,Leisure_Hospitality,9.8,0,0,2
2012-07-01,Leisure_Hospitality,9.7,0,0,2
2012-08-01,Leisure_Hospitality,10.1,0,0,2
2012-09-01,Leisure_Hospitality,9.7,0,0,2
2012-10-01,Leisure_Hospitality,9.9,0,0,2
2012-11-01,Leisure_Hospitality,10.3,0,0,2
2012-12-01,Leisure_Hospitality,10.8,0,0,2
2013-01-01,Leisure_Hospitality,12,0,0,2
2013-02-01,Leisure_Hospitality,11.2,0,0,2
2013-03-01,Leisure_Hospitality,10.8,0,0,2
2013-04-01,Leisure_Hospitality,9.6,0,0,2
2013-05-01,Leisure_Hospitality,10.4,0,0,2
2013-06-01,Leisure_Hospitality,10.7,0,0,2
2013-07-01,Leisure_Hospitality,10,0,0,2
2013-08-01,Leisure_Hospitality,9.3,0,0,2
2013-09-01,Leisure_Hospitality,9,0,0,2
2013-10-01,Leisure_Hospitality,8.8,0,0,2
2013-11-01,Leisure_Hospitality,9,0,0,2
2013-12-01,Leisure_Hospitality,9,0,0,2
2014-01-01,Leisure_Hospitality,9.5,0,0,2
2014-02-01,Leisure_Hospitality,10.3,0,0,2
2014-03-01,Leisure_Hospitality,10.2,0,0,2
2014-04-01,Leisure_Hospitality,8,0,0,2
2014-05-01,Leisure_Hospitality,8.1,0,0,2
2014-06-01,Leisure_Hospitality,8.6,0,0,2
2014-07-01,Leisure_Hospitality,8.1,0,0,2
2014-08-01,Leisure_Hospitality,8.1,0,0,2
2014-09-01,Leisure_Hospitality,8.3,0,0,2
2014-10-01,Leisure_Hospitality,8.5,0,0,2
2014-11-01,Leisure_Hospitality,8.2,0,0,2
2014-12-01,Leisure_Hospitality,7.5,0,0,2
2015-01-01,Leisure_Hospitality,9.4,0,0,2
2015-02-01,Leisure_Hospitality,8.8,0,0,2
2015-03-01,Leisure_Hospitality,8.6,0,0,2
2015-04-01,Leisure_Hospitality,7.8,0,0,2
2015-05-01,Leisure_Hospitality,7.9,0,0,2
2015-06-01,Leisure_Hospitality,7.5,0,0,2
2015-07-01,Leisure_Hospitality,7.7,0,0,2
2015-08-01,Leisure_Hospitality,7.2,0,0,2
2015-09-01,Leisure_Hospitality,7.5,0,0,2
2015-10-01,Leisure_Hospitality,8,0,0,2
2015-11-01,Leisure_Hospitality,7.4,0,0,2
2015-12-01,Leisure_Hospitality,7.4,0,0,2
2016-01-01,Leisure_Hospitality,7.7,0,0,2
2016-02-01,Leisure_Hospitality,7.1,0,0,2
2016-03-01,Leisure_Hospitality,7.2,0,0,2
2016-04-01,Leisure_Hospitality,6.5,0,0,2
2016-05-01,Leisure_Hospitality,6.6,0,0,2
2016-06-01,Leisure_Hospitality,6.6,0,0,2
2016-07-01,Leisure_Hospitality,6,0,0,2
2016-08-01,Leisure_Hospitality,6.6,0,0,2
2016-09-01,Leisure_Hospitality,6.5,0,0,2
2016-10-01,Leisure_Hospitality,6.7,0,0,2
2016-11-01,Leisure_Hospitality,7.1,0,0,2
2016-12-01,Leisure_Hospitality,6.4,0,0,2
2017-01-01,Leisure_Hospitality,7.9,0,0,2
2017-02-01,Leisure_Hospitality,7,0,0,2
2017-03-01,Leisure_Hospitality,6.3,0,0,2
2017-04-01,Leisure_Hospitality,5.9,0,0,2
2017-05-01,Leisure_Hospitality,6.3,0,0,2
2017-06-01,Leisure_Hospitality,6.1,0,0,2
2017-07-01,Leisure_Hospitality,4.9,0,0,2
2017-08-01,Leisure_Hospitality,5.2,0,0,2
2017-09-01,Leisure_Hospitality,5,0,0,2
2017-10-01,Leisure_Hospitality,5.8,0,0,2
2017-11-01,Leisure_Hospitality,6.6,0,0,2
2017-12-01,Leisure_Hospitality,6.2,0,0,2
2018-01-01,Leisure_Hospitality,6.8,0,0,2
2018-02-01,Leisure_Hospitality,6.8,0,0,2
2018-03-01,Leisure_Hospitality,5.8,0,0,2
2018-04-01,Leisure_Hospitality,5.2,0,0,2
2018-05-01,Leisure_Hospitality,4.9,0,0,2
2018-06-01,Leisure_Hospitality,5.7,0,0,2
2018-07-01,Leisure_Hospitality,5.2,0,0,2
2018-08-01,Leisure_Hospitality,5.8,0,0,2
2018-09-01,Leisure_Hospitality,5.4,0,0,2
2018-10-01,Leisure_Hospitality,5.4,0,0,2
2018-11-01,Leisure_Hospitality,5.3,0,0,2
2018-12-01,Leisure_Hospitality,6,0,0,2
2019-01-01,Leisure_Hospitality,6.4,0,0,2
2019-02-01,Leisure_Hospitality,5.8,0,0,2
2019-03-01,Leisure_Hospitality,5.8,0,0,2
2019-04-01,Leisure_Hospitality,4.5,0,0,2
2019-05-01,Leisure_Hospitality,5,0,0,2
2019-06-01,Leisure_Hospitality,4.9,0,0,2
2019-07-01,Leisure_Hospitality,5.3,0,0,2
2019-08-01,Leisure_Hospitality,5,0,0,2
2019-09-01,Leisure_Hospitality,4.8,0,0,2
2019-10-01,Leisure_Hospitality,5.3,0,0,2
2019-11-01,Leisure_Hospitality,4.9,0,0,2
2019-12-01,Leisure_Hospitality,5,0,0,2
2020-01-01,Leisure_Hospitality,5.9,0,0,2
2020-02-01,Leisure_Hospitality,5.7,0,0,2
2020-03-01,Leisure_Hospitality,8.1,0,0,2
2020-04-01,Leisure_Hospitality,39.3,0,0,2
2020-05-01,Leisure_Hospitality,35.9,0,0,2
2020-06-01,Leisure_Hospitality,28.9,0,0,2
2020-07-01,Leisure_Hospitality,25,0,0,2
2020-08-01,Leisure_Hospitality,21.3,0,0,2
2020-09-01,Leisure_Hospitality,19,0,0,2
2020-10-01,Leisure_Hospitality,16.3,0,0,2
2020-11-01,Leisure_Hospitality,15,0,0,2
2020-12-01,Leisure_Hospitality,16.7,0,0,2
2021-01-01,Leisure_Hospitality,15.9,0,0,2
2021-02-01,Leisure_Hospitality,13.5,0,0,2
2021-03-01,Leisure_Hospitality,13,0,0,2
2021-04-01,Leisure_Hospitality,10.8,0,0,2
2021-05-01,Leisure_Hospitality,10.1,0,0,2
2021-06-01,Leisure_Hospitality,10.9,0,0,2
2021-07-01,Leisure_Hospitality,9,0,0,2
2021-08-01,Leisure_Hospitality,9.1,0,0,2
2021-09-01,Leisure_Hospitality,7.7,0,0,2
2021-10-01,Leisure_Hospitality,7.5,0,0,2
2021-11-01,Leisure_Hospitality,7.5,0,0,2
2021-12-01,Leisure_Hospitality,6.7,0,0,2
2022-01-01,Leisure_Hospitality,8.2,0,0,2
2022-02-01,Leisure_Hospitality,6.6,0,0,2
2022-03-01,Leisure_Hospitality,5.9,0,0,2
2022-04-01,Leisure_Hospitality,4.8,0,0,2
2022-05-01,Leisure_Hospitality,5.1,0,0,2
2022-06-01,Leisure_Hospitality,5.2,0,0,2
2022-07-01,Leisure_Hospitality,4.8,0,0,2
2022-08-01,Leisure_Hospitality,6.1,0,0,2
2022-09-01,Leisure_Hospitality,5.9,0,0,2
2022-10-01,Leisure_Hospitality,5.5,0,0,2
2022-11-01,Leisure_Hospitality,5.8,0,0,2
2022-12-01,Leisure_Hospitality,5.4,0,0,2
2023-01-01,Leisure_Hospitality,6,0,0,2
2023-02-01,Leisure_Hospitality,5.2,0,0,2
2023-03-01,Leisure_Hospitality,5,0,0,2
2023-04-01,Leisure_Hospitality,5,0,0,2
2023-05-01,Leisure_Hospitality,5.2,0,0,2
2023-06-01,Leisure_Hospitality,5.1,0,0,2
2023-07-01,Leisure_Hospitality,5.8,0,0,2
2023-08-01,Leisure_Hospitality,5.8,0,0,2
2023-09-01,Leisure_Hospitality,5.4,0,0,2
2023-10-01,Leisure_Hospitality,5.5,0,0,2
2023-11-01,Leisure_Hospitality,5.5,0,0,2
2023-12-01,Leisure_Hospitality,4.8,0,0,2
2024-01-01,Leisure_Hospitality,6,0,0,2
2024-02-01,Leisure_Hospitality,5.9,0,0,2
2024-03-01,Leisure_Hospitality,5.5,0,0,2
2024-04-01,Leisure_Hospitality,5.7,0,0,2
2024-05-01,Leisure_Hospitality,5.9,0,0,2
2024-06-01,Leisure_Hospitality,5.2,0,0,2
2024-07-01,Leisure_Hospitality,5.5,0,0,2
2024-08-01,Leisure_Hospitality,5.5,0,0,2
2024-09-01,Leisure_Hospitality,5.6,0,0,2
2024-10-01,Leisure_Hospitality,6,0,0,2
2024-11-01,Leisure_Hospitality,6.2,0,0,2
2024-12-01,Leisure_Hospitality,5.4,0,0,2
2025-01-01,Leisure_Hospitality,7.4,0,0,2
2025-02-01,Leisure_Hospitality,7.4,0,1,2
2025-03-01,Leisure_Hospitality,6.2,0,1,2
2025-04-01,Leisure_Hospitality,5.4,0,1,2
2025-05-01,Leisure_Hospitality,6.4,0,1,2
2025-06-01,Leisure_Hospitality,6.4,0,1,2
2025-07-01,Leisure_Hospitality,6.2,0,1,2
2025-08-01,Leisure_Hospitality,6.4,0,1,2
2025-09-01,Leisure_Hospitality,6.7,0,1,2
2010-01-01,Mining_Oil_Gas,9.1,1,0,8
2010-02-01,Mining_Oil_Gas,10.7,1,0,8
2010-03-01,Mining_Oil_Gas,10.1,1,0,8
2010-04-01,Mining_Oil_Gas,9.4,1,0,8
2010-05-01,Mining_Oil_Gas,6.2,1,0,8
2010-06-01,Mining_Oil_Gas,8.2,1,0,8
2010-07-01,Mining_Oil_Gas,10.1,1,0,8
2010-08-01,Mining_Oil_Gas,10.9,1,0,8
2010-09-01,Mining_Oil_Gas,8.2,1,0,8
2010-10-01,Mining_Oil_Gas,10.4,1,0,8
2010-11-01,Mining_Oil_Gas,8.5,1,0,8
2010-12-01,Mining_Oil_Gas,10.8,1,0,8
2011-01-01,Mining_Oil_Gas,8.5,1,0,8
2011-02-01,Mining_Oil_Gas,5.6,1,0,8
2011-03-01,Mining_Oil_Gas,5.9,1,0,8
2011-04-01,Mining_Oil_Gas,3.5,1,0,8
2011-05-01,Mining_Oil_Gas,3.8,1,0,8
2011-06-01,Mining_Oil_Gas,5.2,1,0,8
2011-07-01,Mining_Oil_Gas,6,1,0,8
2011-08-01,Mining_Oil_Gas,5.8,1,0,8
2011-09-01,Mining_Oil_Gas,6.2,1,0,8
2011-10-01,Mining_Oil_Gas,7.8,1,0,8
2011-11-01,Mining_Oil_Gas,8.3,1,0,8
2011-12-01,Mining_Oil_Gas,6.9,1,0,8
2012-01-01,Mining_Oil_Gas,9.4,1,0,8
2012-02-01,Mining_Oil_Gas,7.2,1,0,8
2012-03-01,Mining_Oil_Gas,6.3,1,0,8
2012-04-01,Mining_Oil_Gas,4.2,1,0,8
2012-05-01,Mining_Oil_Gas,4.5,1,0,8
2012-06-01,Mining_Oil_Gas,4.8,1,0,8
2012-07-01,Mining_Oil_Gas,7.6,1,0,8
2012-08-01,Mining_Oil_Gas,5.8,1,0,8
2012-09-01,Mining_Oil_Gas,4.9,1,0,8
2012-10-01,Mining_Oil_Gas,6.1,1,0,8
2012-11-01,Mining_Oil_Gas,5.6,1,0,8
2012-12-01,Mining_Oil_Gas,6.3,1,0,8
2013-01-01,Mining_Oil_Gas,9.6,1,0,8
2013-02-01,Mining_Oil_Gas,4.8,1,0,8
2013-03-01,Mining_Oil_Gas,6.1,1,0,8
2013-04-01,Mining_Oil_Gas,6.1,1,0,8
2013-05-01,Mining_Oil_Gas,5.9,1,0,8
2013-06-01,Mining_Oil_Gas,6.4,1,0,8
2013-07-01,Mining_Oil_Gas,5.1,1,0,8
2013-08-01,Mining_Oil_Gas,5.3,1,0,8
2013-09-01,Mining_Oil_Gas,4.7,1,0,8
2013-10-01,Mining_Oil_Gas,6.1,1,0,8
2013-11-01,Mining_Oil_Gas,5.9,1,0,8
2013-12-01,Mining_Oil_Gas,3.6,1,0,8
2014-01-01,Mining_Oil_Gas,6.5,1,0,8
2014-02-01,Mining_Oil_Gas,8,1,0,8
2014-03-01,Mining_Oil_Gas,5.3,1,0,8
2014-04-01,Mining_Oil_Gas,3.8,1,0,8
2014-05-01,Mining_Oil_Gas,2.6,1,0,8
2014-06-01,Mining_Oil_Gas,2.5,1,0,8
2014-07-01,Mining_Oil_Gas,3,1,0,8
2014-08-01,Mining_Oil_Gas,6.3,1,0,8
2014-09-01,Mining_Oil_Gas,6.1,1,0,8
2014-10-01,Mining_Oil_Gas,4.5,1,0,8
2014-11-01,Mining_Oil_Gas,2.8,1,0,8
2014-12-01,Mining_Oil_Gas,4.1,1,0,8
2015-01-01,Mining_Oil_Gas,6,1,0,8
2015-02-01,Mining_Oil_Gas,8.6,1,0,8
2015-03-01,Mining_Oil_Gas,8,1,0,8
2015-04-01,Mining_Oil_Gas,8.7,1,0,8
2015-05-01,Mining_Oil_Gas,7.2,1,0,8
2015-06-01,Mining_Oil_Gas,8.9,1,0,8
2015-07-01,Mining_Oil_Gas,8.1,1,0,8
2015-08-01,Mining_Oil_Gas,8,1,0,8
2015-09-01,Mining_Oil_Gas,11.2,1,0,8
2015-10-01,Mining_Oil_Gas,9.4,1,0,8
2015-11-01,Mining_Oil_Gas,8.5,1,0,8
2015-12-01,Mining_Oil_Gas,11.2,1,0,8
2016-01-01,Mining_Oil_Gas,8.1,1,0,8
2016-02-01,Mining_Oil_Gas,9.2,1,0,8
2016-03-01,Mining_Oil_Gas,9.8,1,0,8
2016-04-01,Mining_Oil_Gas,9.5,1,0,8
2016-05-01,Mining_Oil_Gas,11.1,1,0,8
2016-06-01,Mining_Oil_Gas,11.5,1,0,8
2016-07-01,Mining_Oil_Gas,9.3,1,0,8
2016-08-01,Mining_Oil_Gas,5.4,1,0,8
2016-09-01,Mining_Oil_Gas,5.7,1,0,8
2016-10-01,Mining_Oil_Gas,5.8,1,0,8
2016-11-01,Mining_Oil_Gas,4.7,1,0,8
2016-12-01,Mining_Oil_Gas,3.7,1,0,8
2017-01-01,Mining_Oil_Gas,6.8,1,0,8
2017-02-01,Mining_Oil_Gas,4.6,1,0,8
2017-03-01,Mining_Oil_Gas,4.1,1,0,8
2017-04-01,Mining_Oil_Gas,4.7,1,0,8
2017-05-01,Mining_Oil_Gas,2.5,1,0,8
2017-06-01,Mining_Oil_Gas,2.6,1,0,8
2017-07-01,Mining_Oil_Gas,4.5,1,0,8
2017-08-01,Mining_Oil_Gas,4.5,1,0,8
2017-09-01,Mining_Oil_Gas,3,1,0,8
2017-10-01,Mining_Oil_Gas,4.8,1,0,8
2017-11-01,Mining_Oil_Gas,2.4,1,0,8
2017-12-01,Mining_Oil_Gas,5.1,1,0,8
2018-01-01,Mining_Oil_Gas,4.1,1,0,8
2018-02-01,Mining_Oil_Gas,6.6,1,0,8
2018-03-01,Mining_Oil_Gas,6.9,1,0,8
2018-04-01,Mining_Oil_Gas,4.7,1,0,8
2018-05-01,Mining_Oil_Gas,3,1,0,8
2018-06-01,Mining_Oil_Gas,2.9,1,0,8
2018-07-01,Mining_Oil_Gas,3.4,1,0,8
2018-08-01,Mining_Oil_Gas,1.9,1,0,8
2018-09-01,Mining_Oil_Gas,1.7,1,0,8
2018-10-01,Mining_Oil_Gas,1.7,1,0,8
2018-11-01,Mining_Oil_Gas,1.9,1,0,8
2018-12-01,Mining_Oil_Gas,2.6,1,0,8
2019-01-01,Mining_Oil_Gas,5.3,1,0,8
2019-02-01,Mining_Oil_Gas,3.6,1,0,8
2019-03-01,Mining_Oil_Gas,3.6,1,0,8
2019-04-01,Mining_Oil_Gas,2.4,1,0,8
2019-05-01,Mining_Oil_Gas,5,1,0,8
2019-06-01,Mining_Oil_Gas,3.2,1,0,8
2019-07-01,Mining_Oil_Gas,2.3,1,0,8
2019-08-01,Mining_Oil_Gas,1.1,1,0,8
2019-09-01,Mining_Oil_Gas,1.7,1,0,8
2019-10-01,Mining_Oil_Gas,2.8,1,0,8
2019-11-01,Mining_Oil_Gas,3.2,1,0,8
2019-12-01,Mining_Oil_Gas,3.8,1,0,8
2020-01-01,Mining_Oil_Gas,1.9,1,0,8
2020-02-01,Mining_Oil_Gas,5,1,0,8
2020-03-01,Mining_Oil_Gas,6.2,1,0,8
2020-04-01,Mining_Oil_Gas,10.2,1,0,8
2020-05-01,Mining_Oil_Gas,8.4,1,0,8
2020-06-01,Mining_Oil_Gas,17.8,1,0,8
2020-07-01,Mining_Oil_Gas,15.6,1,0,8
2020-08-01,Mining_Oil_Gas,12.4,1,0,8
2020-09-01,Mining_Oil_Gas,14.9,1,0,8
2020-10-01,Mining_Oil_Gas,13.8,1,0,8
2020-11-01,Mining_Oil_Gas,19.2,1,0,8
2020-12-01,Mining_Oil_Gas,13.1,1,0,8
2021-01-01,Mining_Oil_Gas,14.2,1,0,8
2021-02-01,Mining_Oil_Gas,19.3,1,0,8
2021-03-01,Mining_Oil_Gas,15,1,0,8
2021-04-01,Mining_Oil_Gas,14.3,1,0,8
2021-05-01,Mining_Oil_Gas,9.6,1,0,8
2021-06-01,Mining_Oil_Gas,10.3,1,0,8
2021-07-01,Mining_Oil_Gas,8.9,1,0,8
2021-08-01,Mining_Oil_Gas,10.2,1,0,8
2021-09-01,Mining_Oil_Gas,7.3,1,0,8
2021-10-01,Mining_Oil_Gas,10,1,0,8
2021-11-01,Mining_Oil_Gas,8.6,1,0,8
2021-12-01,Mining_Oil_Gas,5.8,1,0,8
2022-01-01,Mining_Oil_Gas,8.4,1,0,8
2022-02-01,Mining_Oil_Gas,5,1,0,8
2022-03-01,Mining_Oil_Gas,2.6,1,0,8
2022-04-01,Mining_Oil_Gas,3.4,1,0,8
2022-05-01,Mining_Oil_Gas,4.1,1,0,8
2022-06-01,Mining_Oil_Gas,1.6,1,0,8
2022-07-01,Mining_Oil_Gas,0.8,1,0,8
2022-08-01,Mining_Oil_Gas,2.6,1,0,8
2022-09-01,Mining_Oil_Gas,2.5,1,0,8
2022-10-01,Mining_Oil_Gas,0.8,1,0,8
2022-11-01,Mining_Oil_Gas,3.1,1,0,8
2022-12-01,Mining_Oil_Gas,1.9,1,0,8
2023-01-01,Mining_Oil_Gas,0.3,1,0,8
2023-02-01,Mining_Oil_Gas,3,1,0,8
2023-03-01,Mining_Oil_Gas,6.5,1,0,8
2023-04-01,Mining_Oil_Gas,1.8,1,0,8
2023-05-01,Mining_Oil_Gas,1.8,1,0,8
2023-06-01,Mining_Oil_Gas,1.3,1,0,8
2023-07-01,Mining_Oil_Gas,2.7,1,0,8
2023-08-01,Mining_Oil_Gas,2.5,1,0,8
2023-09-01,Mining_Oil_Gas,2.6,1,0,8
2023-10-01,Mining_Oil_Gas,6.1,1,0,8
2023-11-01,Mining_Oil_Gas,2.2,1,0,8
2023-12-01,Mining_Oil_Gas,1.7,1,0,8
2024-01-01,Mining_Oil_Gas,3,1,0,8
2024-02-01,Mining_Oil_Gas,4.2,1,0,8
2024-03-01,Mining_Oil_Gas,3.3,1,0,8
2024-04-01,Mining_Oil_Gas,1.3,1,0,8
2024-05-01,Mining_Oil_Gas,3.1,1,0,8
2024-06-01,Mining_Oil_Gas,1.3,1,0,8
2024-07-01,Mining_Oil_Gas,5.4,1,0,8
2024-08-01,Mining_Oil_Gas,3.5,1,0,8
2024-09-01,Mining_Oil_Gas,2,1,0,8
2024-10-01,Mining_Oil_Gas,2.5,1,0,8
2024-11-01,Mining_Oil_Gas,1.9,1,0,8
2024-12-01,Mining_Oil_Gas,5.4,1,0,8
2025-01-01,Mining_Oil_Gas,5,1,0,8
2025-02-01,Mining_Oil_Gas,3.9,11,1,8
2025-03-01,Mining_Oil_Gas,1.4,11,1,8
2025-04-01,Mining_Oil_Gas,4,11,1,8
2025-05-01,Mining_Oil_Gas,4.2,11,1,8
2025-06-01,Mining_Oil_Gas,1.9,11,1,8
2025-07-01,Mining_Oil_Gas,4.2,11,1,8
2025-08-01,Mining_Oil_Gas,4,11,1,8
2025-09-01,Mining_Oil_Gas,6.8,11,1,8
2010-01-01,Financial_Activities,6.6,0,0,5
2010-02-01,Financial_Activities,7.5,0,0,5
2010-03-01,Financial_Activities,7.7,0,0,5
2010-04-01,Financial_Activities,7.6,0,0,5
2010-05-01,Financial_Activities,6.8,0,0,5
2010-06-01,Financial_Activities,6.9,0,0,5
2010-07-01,Financial_Activities,6.4,0,0,5
2010-08-01,Financial_Activities,6.7,0,0,5
2010-09-01,Financial_Activities,6.3,0,0,5
2010-10-01,Financial_Activities,6.7,0,0,5
2010-11-01,Financial_Activities,6.7,0,0,5
2010-12-01,Financial_Activities,6.4,0,0,5
2011-01-01,Financial_Activities,7.2,0,0,5
2011-02-01,Financial_Activities,6.9,0,0,5
2011-03-01,Financial_Activities,7.1,0,0,5
2011-04-01,Financial_Activities,6.7,0,0,5
2011-05-01,Financial_Activities,6.8,0,0,5
2011-06-01,Financial_Activities,6.8,0,0,5
2011-07-01,Financial_Activities,6,0,0,5
2011-08-01,Financial_Activities,6.2,0,0,5
2011-09-01,Financial_Activities,5.5,0,0,5
2011-10-01,Financial_Activities,5.8,0,0,5
2011-11-01,Financial_Activities,6.1,0,0,5
2011-12-01,Financial_Activities,5.6,0,0,5
2012-01-01,Financial_Activities,4.9,0,0,5
2012-02-01,Financial_Activities,5.3,0,0,5
2012-03-01,Financial_Activities,5.7,0,0,5
2012-04-01,Financial_Activities,5.5,0,0,5
2012-05-01,Financial_Activities,5.1,0,0,5
2012-06-01,Financial_Activities,5.6,0,0,5
2012-07-01,Financial_Activities,5.1,0,0,5
2012-08-01,Financial_Activities,5.3,0,0,5
2012-09-01,Financial_Activities,4.8,0,0,5
2012-10-01,Financial_Activities,4.9,0,0,5
2012-11-01,Financial_Activities,4.7,0,0,5
2012-12-01,Financial_Activities,4.1,0,0,5
2013-01-01,Financial_Activities,5.5,0,0,5
2013-02-01,Financial_Activities,4.5,0,0,5
2013-03-01,Financial_Activities,4.3,0,0,5
2013-04-01,Financial_Activities,5.4,0,0,5
2013-05-01,Financial_Activities,4.4,0,0,5
2013-06-01,Financial_Activities,4.7,0,0,5
2013-07-01,Financial_Activities,4.5,0,0,5
2013-08-01,Financial_Activities,3.8,0,0,5
2013-09-01,Financial_Activities,3.9,0,0,5
2013-10-01,Financial_Activities,4.6,0,0,5
2013-11-01,Financial_Activities,4.3,0,0,5
2013-12-01,Financial_Activities,4.2,0,0,5
2014-01-01,Financial_Activities,3.8,0,0,5
2014-02-01,Financial_Activities,4.2,0,0,5
2014-03-01,Financial_Activities,4.2,0,0,5
2014-04-01,Financial_Activities,5,0,0,5
2014-05-01,Financial_Activities,4.8,0,0,5
2014-06-01,Financial_Activities,4.4,0,0,5
2014-07-01,Financial_Activities,3.6,0,0,5
2014-08-01,Financial_Activities,3.5,0,0,5
2014-09-01,Financial_Activities,3.5,0,0,5
2014-10-01,Financial_Activities,3.6,0,0,5
2014-11-01,Financial_Activities,3.5,0,0,5
2014-12-01,Financial_Activities,3.4,0,0,5
2015-01-01,Financial_Activities,3,0,0,5
2015-02-01,Financial_Activities,3.1,0,0,5
2015-03-01,Financial_Activities,2.6,0,0,5
2015-04-01,Financial_Activities,2.7,0,0,5
2015-05-01,Financial_Activities,2.3,0,0,5
2015-06-01,Financial_Activities,2.5,0,0,5
2015-07-01,Financial_Activities,2.3,0,0,5
2015-08-01,Financial_Activities,2.5,0,0,5
2015-09-01,Financial_Activities,2.6,0,0,5
2015-10-01,Financial_Activities,2.4,0,0,5
2015-11-01,Financial_Activities,2.6,0,0,5
2015-12-01,Financial_Activities,2.6,0,0,5
2016-01-01,Financial_Activities,3.1,0,0,5
2016-02-01,Financial_Activities,3.6,0,0,5
2016-03-01,Financial_Activities,3,0,0,5
2016-04-01,Financial_Activities,2.7,0,0,5
2016-05-01,Financial_Activities,1.8,0,0,5
2016-06-01,Financial_Activities,2.2,0,0,5
2016-07-01,Financial_Activities,2.4,0,0,5
2016-08-01,Financial_Activities,2.8,0,0,5
2016-09-01,Financial_Activities,3,0,0,5
2016-10-01,Financial_Activities,2.7,0,0,5
2016-11-01,Financial_Activities,2.8,0,0,5
2016-12-01,Financial_Activities,2.6,0,0,5
2017-01-01,Financial_Activities,3.3,0,0,5
2017-02-01,Financial_Activities,3.4,0,0,5
2017-03-01,Financial_Activities,2.3,0,0,5
2017-04-01,Financial_Activities,2.3,0,0,5
2017-05-01,Financial_Activities,2.3,0,0,5
2017-06-01,Financial_Activities,2.5,0,0,5
2017-07-01,Financial_Activities,2.3,0,0,5
2017-08-01,Financial_Activities,2.5,0,0,5
2017-09-01,Financial_Activities,2.5,0,0,5
2017-10-01,Financial_Activities,2.2,0,0,5
2017-11-01,Financial_Activities,2.1,0,0,5
2017-12-01,Financial_Activities,1.5,0,0,5
2018-01-01,Financial_Activities,2.2,0,0,5
2018-02-01,Financial_Activities,2.2,0,0,5
2018-03-01,Financial_Activities,1.8,0,0,5
2018-04-01,Financial_Activities,1.6,0,0,5
2018-05-01,Financial_Activities,1.7,0,0,5
2018-06-01,Financial_Activities,2.1,0,0,5
2018-07-01,Financial_Activities,2.3,0,0,5
2018-08-01,Financial_Activities,2.7,0,0,5
2018-09-01,Financial_Activities,2.7,0,0,5
2018-10-01,Financial_Activities,2,0,0,5
2018-11-01,Financial_Activities,2.1,0,0,5
2018-12-01,Financial_Activities,2.4,0,0,5
2019-01-01,Financial_Activities,2.4,0,0,5
2019-02-01,Financial_Activities,2.6,0,0,5
2019-03-01,Financial_Activities,2.8,0,0,5
2019-04-01,Financial_Activities,2.1,0,0,5
2019-05-01,Financial_Activities,1.7,0,0,5
2019-06-01,Financial_Activities,2,0,0,5
2019-07-01,Financial_Activities,1.7,0,0,5
2019-08-01,Financial_Activities,2.1,0,0,5
2019-09-01,Financial_Activities,1.9,0,0,5
2019-10-01,Financial_Activities,2,0,0,5
2019-11-01,Financial_Activities,2.1,0,0,5
2019-12-01,Financial_Activities,2.3,0,0,5
2020-01-01,Financial_Activities,2.5,0,0,5
2020-02-01,Financial_Activities,1.7,0,0,5
2020-03-01,Financial_Activities,2.2,0,0,5
2020-04-01,Financial_Activities,5.4,0,0,5
2020-05-01,Financial_Activities,5.7,0,0,5
2020-06-01,Financial_Activities,5.1,0,0,5
2020-07-01,Financial_Activities,4.7,0,0,5
2020-08-01,Financial_Activities,4.2,0,0,5
2020-09-01,Financial_Activities,4.4,0,0,5
2020-10-01,Financial_Activities,3.8,0,0,5
2020-11-01,Financial_Activities,3.5,0,0,5
2020-12-01,Financial_Activities,3.1,0,0,5
2021-01-01,Financial_Activities,3.4,0,0,5
2021-02-01,Financial_Activities,3.7,0,0,5
2021-03-01,Financial_Activities,3.4,0,0,5
2021-04-01,Financial_Activities,2.7,0,0,5
2021-05-01,Financial_Activities,3,0,0,5
2021-06-01,Financial_Activities,3.4,0,0,5
